x(t-1), y(t-1), x(t), y(t), theta1(t-1), theta2(t-1), theta1(t), theta2(t), training
-0.8249032,-1.28945,-0.4393008,-0.9374498,15,45,15,45,true
-0.4393008,-0.9374498,-0.5193332,-0.895595,15,45,20,45,true
-0.5193332,-0.895595,-0.5954133,-0.8469241,20,45,25,45,true
-0.5954133,-0.8469241,-0.6669619,-0.7918075,25,45,30,45,true
-0.6669619,-0.7918075,-0.7334343,-0.7306649,30,45,35,45,true
-0.7334343,-0.7306649,-0.7943252,-0.6639614,35,45,40,45,true
-0.7943252,-0.6639614,-0.8491705,-0.5922048,40,45,45,45,true
-0.8491705,-0.5922048,-0.8971269,-0.5166824,45,45,50,45,true
-0.8971269,-0.5166824,-0.9385038,-0.4370446,50,45,55,45,true
-0.9385038,-0.4370446,-0.972906,-0.3539085,55,45,60,45,true
-0.972906,-0.3539085,-1.000005,-0.2679336,60,45,65,45,true
-1.000005,-0.2679336,-1.019541,-0.1798143,65,45,65,45,true
-1.019541,-0.1798143,-1.031333,-0.09027159,65,45,70,45,true
-1.031333,-0.09027159,-1.035277,-4.172325E-05,70,45,75,45,true
-1.035277,-4.172325E-05,-1.517646,0.1997397,75,45,75,45,true
-1.517646,0.1997397,-1.931873,0.5175602,75,45,75,75,true
-1.931873,0.5175602,-2.249727,0.931761,75,75,75,75,true
-2.249727,0.931761,-2.449547,1.414115,75,75,75,90,true
-2.449547,1.414115,-2.517716,1.93175,75,90,75,105,true
-2.517716,1.93175,-2.449589,2.449391,75,105,75,120,true
-2.449589,2.449391,-2.249808,2.931761,75,120,75,135,true
-2.249808,2.931761,-1.931987,3.345988,75,135,75,150,true
-1.931987,3.345988,-1.517787,3.663841,75,150,75,165,true
-1.517787,3.663841,-1.831194,3.517689,75,165,70,165,true
-1.831194,3.517689,-1.368081,3.758771,70,165,70,180,true
-1.368081,3.758771,-0.858353,3.871776,70,180,70,195,true
-0.858353,3.871776,-0.3367443,3.849002,70,195,70,210,true
-0.3367443,3.849002,-0.6707135,3.805043,70,210,70,210,true
-0.6707135,3.805043,-0.9997933,3.732107,70,210,65,210,true
-0.9997933,3.732107,-1.321259,3.630769,65,210,60,210,true
-1.321259,3.630769,-0.7996522,3.607966,60,210,60,225,true
-0.7996522,3.607966,-0.3017208,3.450938,60,225,60,240,true
-0.3017208,3.450938,0.138602,3.170386,60,240,60,255,true
0.138602,3.170386,0.4913082,2.785432,60,255,60,270,true
0.4913082,2.785432,0.2466716,2.817652,60,270,55,270,true
0.2466716,2.817652,0.000158608,2.828429,55,270,50,270,true
0.000158608,2.828429,-0.2440095,2.817884,50,270,45,270,true
-0.2440095,2.817884,-0.4871222,2.786167,45,270,40,270,true
-0.4871222,2.786167,-0.7271805,2.733353,40,270,35,270,true
-0.7271805,2.733353,-0.9621907,2.659737,35,270,30,270,true
-0.9621907,2.659737,-1.190194,2.565824,30,270,25,270,true
-1.190194,2.565824,-1.40929,2.452329,25,270,20,270,true
-1.40929,2.452329,-1.61767,2.320163,20,270,15,270,true
-1.61767,2.320163,-1.120045,2.162165,15,270,15,285,true
-1.120045,2.162165,-0.6802697,1.880756,15,285,15,300,true
-0.6802697,1.880756,-0.3283136,1.495113,15,300,15,315,true
-0.3283136,1.495113,-0.08816157,1.031518,15,315,15,330,true
-0.08816157,1.031518,0.02382029,0.5215636,15,330,15,345,true
0.02382029,0.5215636,4.441193E-07,2.489505E-06,15,345,15,0,true
4.441193E-07,2.489505E-06,-0.1579977,-0.497622,15,0,15,15,true
-0.1579977,-0.497622,-0.439407,-0.9373974,15,15,15,30,true
-0.439407,-0.9373974,-0.8250498,-1.289354,15,30,15,45,true
-0.8250498,-1.289354,-1.288645,-1.529506,15,45,15,60,true
-1.288645,-1.529506,-1.798599,-1.641487,15,60,15,75,true
-1.798599,-1.641487,-1.93482,-1.478483,15,75,20,75,true
-1.93482,-1.478483,-2.056315,-1.304226,20,75,25,75,true
-2.056315,-1.304226,-2.162161,-1.120044,25,75,30,75,true
-2.162161,-1.120044,-2.250785,-0.9291949,30,75,35,75,true
-2.250785,-0.9291949,-2.322802,-0.7307718,35,75,40,75,true
-2.322802,-0.7307718,-2.37748,-0.5263338,40,75,45,75,true
-2.37748,-0.5263338,-2.414253,-0.3175209,45,75,50,75,true
-2.414253,-0.3175209,-2.432734,-0.1060317,50,75,55,75,true
-2.432734,-0.1060317,-2.432719,0.1063986,55,75,60,75,true
-2.432719,0.1063986,-2.414212,0.3178356,60,75,65,75,true
-2.414212,0.3178356,-2,2.384186E-07,65,75,65,75,true
-2,2.384186E-07,-1.99239,-0.1743112,65,75,60,75,true
-1.99239,-0.1743112,-1.969616,-0.3472959,60,75,55,75,true
-1.969616,-0.3472959,-1.932282,-0.5160292,55,75,50,75,true
-1.932282,-0.5160292,-1.880335,-0.6814269,50,75,45,75,true
-1.880335,-0.6814269,-1.814072,-0.8421066,45,75,40,75,true
-1.814072,-0.8421066,-1.733943,-0.9967153,40,75,35,75,true
-1.733943,-0.9967153,-1.640541,-1.143952,35,75,30,75,true
-1.640541,-1.143952,-1.534596,-1.282581,30,75,25,75,true
-1.534596,-1.282581,-1.416969,-1.411453,25,75,20,75,true
-1.416969,-1.411453,-1.934739,-1.478591,20,75,20,75,true
-1.934739,-1.478591,-2.452243,-1.409433,20,75,20,90,true
-2.452243,-1.409433,-2.934216,-1.208692,20,90,20,105,true
-2.934216,-1.208692,-3.347808,-0.8900473,20,105,20,135,true
-3.347808,-0.8900473,-3.664837,-0.475215,20,135,20,135,true
-3.664837,-0.475215,-3.692309,-0.1539948,20,135,25,135,true
-3.692309,-0.1539948,-3.69168,0.1683969,25,135,30,135,true
-3.69168,0.1683969,-3.662955,0.4895072,30,135,35,135,true
-3.662955,0.4895072,-3.606354,0.8068924,35,135,40,135,true
-3.606354,0.8068924,-3.522305,1.118136,40,135,45,135,true
-3.522305,1.118136,-3.41145,1.42087,45,135,50,135,true
-3.41145,1.42087,-3.276044,1.710087,50,135,55,135,true
-3.276044,1.710087,-3.115631,1.987386,55,135,60,135,true
-3.115631,1.987386,-2.93131,2.250396,60,135,65,135,true
-2.93131,2.250396,-2.724436,2.49686,65,135,70,135,true
-2.724436,2.49686,-2.496604,2.72467,70,135,75,135,true
-2.496604,2.72467,-2.249635,2.931894,75,135,80,135,true
-2.249635,2.931894,-1.9856,3.11677,80,135,80,135,true
-1.9856,3.11677,-1.632871,3.501706,80,135,80,165,true
-1.632871,3.501706,-1.192532,3.782232,80,165,80,180,true
-1.192532,3.782232,-0.6945918,3.939232,80,180,80,180,true
-0.6945918,3.939232,-1.035279,3.863703,80,180,75,180,true
-1.035279,3.863703,-1.36808,3.758771,75,180,70,180,true
-1.36808,3.758771,-1.831193,3.517691,70,180,70,180,true
-1.831193,3.517691,-2.216129,3.164962,70,180,70,165,true
-2.216129,3.164962,-2.496656,2.724623,70,165,70,135,true
-2.496656,2.724623,-2.653656,2.226683,70,135,70,135,true
-2.653656,2.226683,-2.676429,1.705075,70,135,70,120,true
-2.676429,1.705075,-2.563426,1.195346,70,120,70,105,true
-2.563426,1.195346,-2.322345,0.7322335,70,105,70,90,true
-2.322345,0.7322335,-1.969616,0.3472968,70,90,70,75,true
-1.969616,0.3472968,-1.992244,0.1759706,70,75,70,75,true
-1.992244,0.1759706,-1.999998,0.002780557,70,75,65,75,true
-1.999998,0.002780557,-1.992687,-0.170872,65,75,60,75,true
-1.992687,-0.170872,-1.97027,-0.3435626,60,75,55,75,true
-1.97027,-0.3435626,-1.932859,-0.5138648,55,75,50,75,true
-1.932859,-0.5138648,-1.880718,-0.6803677,50,75,45,75,true
-1.880718,-0.6803677,-1.814263,-0.8416947,45,75,40,75,true
-1.814263,-0.8416947,-2.323769,-0.7276955,40,75,40,75,true
-2.323769,-0.7276955,-2.251504,-0.9274569,40,75,35,75,true
-2.251504,-0.9274569,-2.1621,-1.120164,35,75,30,75,true
-2.1621,-1.120164,-2.659733,-0.9621937,30,75,30,90,true
-2.659733,-0.9621937,-3.099525,-0.6808085,30,90,30,105,true
-3.099525,-0.6808085,-3.451503,-0.2951849,30,105,30,135,true
-3.451503,-0.2951849,-3.412676,-0.5946839,30,135,25,135,true
-3.412676,-0.5946839,-3.347859,-0.8898544,25,135,20,135,true
-3.347859,-0.8898544,-3.257562,-1.178259,20,135,15,135,true
-3.257562,-1.178259,-3.609518,-0.7926154,15,135,15,150,true
-3.609518,-0.7926154,-3.849669,-0.3290195,15,150,15,165,true
-3.849669,-0.3290195,-3.961651,0.1809349,15,165,15,180,true
-3.961651,0.1809349,-3.93783,0.7024963,15,180,15,195,true
-3.93783,0.7024963,-3.779831,1.20012,15,195,15,210,true
-3.779831,1.20012,-3.498421,1.639896,15,210,15,225,true
-3.498421,1.639896,-3.112779,1.99185,15,225,15,225,true
-3.112779,1.99185,-2.927332,2.255567,15,225,20,225,true
-2.927332,2.255567,-2.719607,2.502118,20,225,25,225,true
-2.719607,2.502118,-2.491184,2.729626,25,225,30,225,true
-2.491184,2.729626,-2.243802,2.93636,30,225,35,225,true
-2.243802,2.93636,-1.979343,3.120747,35,225,40,225,true
-1.979343,3.120747,-1.69982,3.281382,40,225,45,225,true
-1.69982,3.281382,-1.407361,3.417045,45,225,50,225,true
-1.407361,3.417045,-1.10419,3.526701,50,225,55,225,true
-1.10419,3.526701,-0.7955962,3.608862,55,225,60,225,true
-0.7955962,3.608862,-0.4800571,3.664206,60,225,65,225,true
-0.4800571,3.664206,-0.1600983,3.69205,65,225,70,225,true
-0.1600983,3.69205,0.1616807,3.69198,70,225,75,225,true
0.1616807,3.69198,0.4826398,3.663867,75,225,80,225,true
0.4826398,3.663867,0.80013,3.60786,80,225,85,225,true
0.80013,3.60786,1.111265,3.524479,85,225,85,225,true
1.111265,3.524479,0.6709257,3.805006,85,225,85,210,true
0.6709257,3.805006,0.1729853,3.962006,85,210,85,195,true
0.1729853,3.962006,-0.3486224,3.98478,85,195,85,180,true
-0.3486224,3.98478,-0.8583513,3.871776,85,180,85,165,true
-0.8583513,3.871776,-1.321464,3.630694,85,165,85,150,true
-1.321464,3.630694,-1.706401,3.277966,85,150,85,135,true
-1.706401,3.277966,-1.986927,2.837626,85,135,85,120,true
-1.986927,2.837626,-2.143927,2.339686,85,120,85,105,true
-2.143927,2.339686,-2.166701,1.818079,85,105,85,90,true
-2.166701,1.818079,-2.316912,1.62232,85,90,80,90,true
-2.316912,1.62232,-2.44949,1.414214,80,90,75,90,true
-2.44949,1.414214,-2.517638,1.931852,75,90,75,105,true
-2.517638,1.931852,-2.44949,2.44949,75,105,75,120,true
-2.44949,2.44949,-2.249689,2.931852,75,120,75,135,true
-2.249689,2.931852,-1.931852,3.346066,75,135,75,150,true
-1.931852,3.346066,-1.517638,3.663903,75,150,75,165,true
-1.517638,3.663903,-1.830608,3.517995,75,165,75,165,true
-1.830608,3.517995,-2.130069,3.345179,75,165,70,165,true
-2.130069,3.345179,-2.413514,3.146802,70,165,65,165,true
-2.413514,3.146802,-2.678589,2.924478,65,165,60,165,true
-2.678589,2.924478,-2.293574,3.277121,60,165,60,180,true
-2.293574,3.277121,-1.830408,3.518099,60,180,60,195,true
-1.830408,3.518099,-1.320654,3.63099,60,195,60,210,true
-1.320654,3.63099,-1.631896,3.502161,60,210,55,210,true
-1.631896,3.502161,-1.93092,3.346604,55,210,50,210,true
-1.93092,3.346604,-2.215251,3.165577,50,210,45,210,true
-2.215251,3.165577,-2.67843,2.924623,45,210,45,195,true
-2.67843,2.924623,-3.063464,2.572001,45,195,45,180,true
-3.063464,2.572001,-3.344113,2.131741,45,180,45,165,true
-3.344113,2.131741,-3.501251,1.633845,45,165,45,150,true
-3.501251,1.633845,-3.52417,1.112245,45,150,45,150,true
-3.52417,1.112245,-3.414056,1.414597,45,150,50,150,true
-3.414056,1.414597,-3.277869,1.706587,50,150,55,150,true
-3.277869,1.706587,-3.116656,1.985779,55,150,60,150,true
-3.116656,1.985779,-2.931852,2.249691,60,150,65,150,true
-2.931852,2.249691,-3,1.732053,65,150,65,135,true
-3,1.732053,-2.931852,1.214414,65,135,65,120,true
-2.931852,1.214414,-3.025743,0.9567847,65,120,60,120,true
-3.025743,0.9567847,-3.097234,0.6911592,60,120,55,120,true
-3.097234,0.6911592,-3.145546,0.4196451,55,120,50,120,true
-3.145546,0.4196451,-3.170126,0.1444325,50,120,45,120,true
-3.170126,0.1444325,-3.170658,-0.1322317,45,120,40,120,true
-3.170658,-0.1322317,-3.147069,-0.4080665,40,120,35,120,true
-3.147069,-0.4080665,-3.099528,-0.6807992,35,120,30,120,true
-3.099528,-0.6807992,-3.147069,-0.4080672,30,120,35,120,true
-3.147069,-0.4080672,-3.170548,-0.1348472,35,120,40,120,true
-3.170548,-0.1348472,-3.170314,0.1402478,40,120,45,120,true
-3.170314,0.1402478,-3.146164,0.4149814,45,120,50,120,true
-3.146164,0.4149814,-3.098139,0.6870942,50,120,55,120,true
-3.098139,0.6870942,-3.026517,0.9543331,55,120,60,120,true
-3.026517,0.9543331,-2.931825,1.21448,60,120,65,120,true
-2.931825,1.21448,-2.814852,1.465321,65,120,70,120,true
-2.814852,1.465321,-2.657853,0.9673806,70,120,70,105,true
-2.657853,0.9673806,-2.377327,0.5270417,70,105,70,90,true
-2.377327,0.5270417,-1.992391,0.1743126,70,90,70,75,true
-1.992391,0.1743126,-2.000002,1.192093E-06,70,75,65,75,true
-2.000002,1.192093E-06,-1.992391,-0.1743106,65,75,60,75,true
-1.992391,-0.1743106,-1.969617,-0.3472958,60,75,55,75,true
-1.969617,-0.3472958,-1.931853,-0.5176373,55,75,45,75,true
-1.931853,-0.5176373,-1.879387,-0.6840398,45,75,45,75,true
-1.879387,-0.6840398,-1.81332,-0.843727,45,75,40,75,true
-1.81332,-0.843727,-1.733441,-0.9975915,40,75,35,75,true
-1.733441,-0.9975915,-1.640283,-1.144324,35,75,30,75,true
-1.640283,-1.144324,-1.534524,-1.28267,30,75,25,75,true
-1.534524,-1.28267,-1.416973,-1.411451,25,75,20,75,true
-1.416973,-1.411451,-1.288566,-1.529577,20,75,15,75,true
-1.288566,-1.529577,-1.150347,-1.636065,15,75,10,75,true
-1.150347,-1.636065,-1.648593,-1.792093,10,75,10,90,true
-1.648593,-1.792093,-2.170245,-1.813849,10,90,10,105,true
-2.170245,-1.813849,-2.679752,-1.69985,10,105,10,120,true
-2.679752,-1.69985,-3.142394,-1.457866,10,120,10,135,true
-3.142394,-1.457866,-3.526641,-1.104386,10,135,10,150,true
-3.526641,-1.104386,-3.806307,-0.6635008,10,150,10,165,true
-3.806307,-0.6635008,-3.962336,-0.1652553,10,165,10,180,true
-3.962336,-0.1652553,-3.984092,0.3563964,10,180,10,195,true
-3.984092,0.3563964,-3.870094,0.8659019,10,195,10,195,true
-3.870094,0.8659019,-3.779899,1.199908,10,195,15,195,true
-3.779899,1.199908,-3.660936,1.524782,15,195,20,195,true
-3.660936,1.524782,-3.515628,1.835149,20,195,25,195,true
-3.515628,1.835149,-3.343484,2.132728,25,195,30,195,true
-3.343484,2.132728,-3.145683,2.414973,30,195,35,195,true
-3.145683,2.414973,-2.923678,2.679462,35,195,40,195,true
-2.923678,2.679462,-2.679184,2.923933,40,195,45,195,true
-2.679184,2.923933,-2.414152,3.146313,45,195,50,195,true
-2.414152,3.146313,-2.130811,3.344706,50,195,55,195,true
-2.130811,3.344706,-2.57115,3.064179,55,195,55,180,true
-2.57115,3.064179,-2.923879,2.679243,55,180,55,180,true
-2.923879,2.679243,-3.16496,2.21613,55,180,55,150,true
-3.16496,2.21613,-3.277965,1.706402,55,150,55,135,true
-3.277965,1.706402,-3.255191,1.184794,55,135,55,135,true
-3.255191,1.184794,-3.098191,0.6868536,55,135,55,120,true
-3.098191,0.6868536,-2.817665,0.2465148,55,120,55,105,true
-2.817665,0.2465148,-2.432729,-0.1062143,55,105,55,90,true
-2.432729,-0.1062143,-1.969617,-0.3472955,55,90,55,75,true
-1.969617,-0.3472955,-1.459888,-0.4603003,55,75,55,60,true
-1.459888,-0.4603003,-0.9382793,-0.4375266,55,60,55,45,true
-0.9382793,-0.4375266,-0.9727829,-0.354247,55,45,55,45,true
-0.9727829,-0.354247,-0.9999409,-0.2681708,55,45,60,45,true
-0.9999409,-0.2681708,-1.019508,-0.1799995,60,45,65,45,true
-1.019508,-0.1799995,-1.031317,-0.09045458,65,45,70,45,true
-1.031317,-0.09045458,-1.529292,0.06643724,70,45,70,45,true
-1.529292,0.06643724,-1.969691,0.346868,70,45,70,75,true
-1.969691,0.346868,-2.322504,0.7317274,70,75,70,75,true
-2.322504,0.7317274,-2.563686,1.194787,70,75,70,90,true
-2.563686,1.194787,-2.676801,1.704492,70,90,70,105,true
-2.676801,1.704492,-2.65414,2.226105,70,105,70,135,true
-2.65414,2.226105,-2.497249,2.724079,70,135,70,135,true
-2.497249,2.724079,-2.725166,2.496063,70,135,65,135,true
-2.725166,2.496063,-2.932341,2.249052,65,135,60,135,true
-2.932341,2.249052,-3.115549,1.987515,60,135,60,135,true
-3.115549,1.987515,-3.275965,1.710238,60,135,55,135,true
-3.275965,1.710238,-3.41208,1.419356,55,135,50,135,true
-3.41208,1.419356,-3.522612,1.117168,50,135,45,135,true
-3.522612,1.117168,-3.606529,0.8061059,45,135,40,135,true
-3.606529,0.8061059,-3.663062,0.4887104,40,135,35,135,true
-3.663062,0.4887104,-3.691717,0.1675971,35,135,30,135,true
-3.691717,0.1675971,-3.803837,0.6775205,30,135,30,150,true
-3.803837,0.6775205,-3.780159,1.199088,30,150,30,165,true
-3.780159,1.199088,-3.622295,1.696756,30,165,30,180,true
-3.622295,1.696756,-3.341006,2.136607,30,180,30,195,true
-3.341006,2.136607,-2.955459,2.488668,30,195,30,210,true
-2.955459,2.488668,-2.491929,2.728946,30,210,30,225,true
-2.491929,2.728946,-1.982005,2.841067,30,225,30,240,true
-1.982005,2.841067,-1.460437,2.817389,30,240,30,255,true
-1.460437,2.817389,-1.209328,2.933953,30,255,35,255,true
-1.209328,2.933953,-0.9490153,3.028188,35,255,40,255,true
-0.9490153,3.028188,-0.6814799,3.099377,40,255,45,255,true
-0.6814799,3.099377,-0.4087578,3.146978,45,255,50,255,true
-0.4087578,3.146978,-0.132925,3.170629,50,255,55,255,true
-0.132925,3.170629,0.1412989,3.170266,55,255,60,255,true
0.1412989,3.170266,0.4153304,3.146118,60,255,65,255,true
0.4153304,3.146118,0.6869228,3.098176,65,255,70,255,true
0.6869228,3.098176,0.9538291,3.026676,70,255,70,255,true
0.9538291,3.026676,1.213828,2.932094,70,255,75,255,true
1.213828,2.932094,1.464756,2.815145,75,255,80,255,true
1.464756,2.815145,1.704535,2.676773,80,255,85,255,true
1.704535,2.676773,1.463361,3.139838,85,255,85,240,true
1.463361,3.139838,1.110554,3.524703,85,240,85,225,true
1.110554,3.524703,0.6701604,3.80514,85,225,85,225,true
0.6701604,3.80514,0.3366108,3.849013,85,225,80,225,true
0.3366108,3.849013,7.891656E-05,3.863703,80,225,80,225,true
7.891656E-05,3.863703,-0.3366647,3.849008,80,225,75,225,true
-0.3366647,3.849008,-0.6708522,3.805018,75,225,70,225,true
-0.6708522,3.805018,-1.19246,3.782254,70,225,70,210,true
-1.19246,3.782254,-1.690404,3.625264,70,210,70,195,true
-1.690404,3.625264,-2.130748,3.344746,70,195,70,180,true
-2.130748,3.344746,-2.483485,2.959817,70,180,70,165,true
-2.483485,2.959817,-2.724575,2.496709,70,165,70,150,true
-2.724575,2.496709,-2.837589,1.986982,70,150,70,135,true
-2.837589,1.986982,-2.814825,1.465374,70,135,70,120,true
-2.814825,1.465374,-2.657834,0.96743,70,120,70,105,true
-2.657834,0.96743,-2.563602,1.194967,70,105,70,105,true
-2.563602,1.194967,-2.449778,1.413716,70,105,75,105,true
-2.449778,1.413716,-2.317242,1.621849,75,105,80,105,true
-2.317242,1.621849,-2.167072,1.817637,80,105,85,105,true
-2.167072,1.817637,-2.144404,2.339249,85,105,85,120,true
-2.144404,2.339249,-1.987506,2.837221,85,120,85,135,true
-1.987506,2.837221,-1.707069,3.277617,85,135,85,150,true
-1.707069,3.277617,-1.322204,3.630425,85,150,85,165,true
-1.322204,3.630425,-0.8591412,3.8716,85,165,85,180,true
-0.8591412,3.8716,-0.3494351,3.984708,85,180,85,195,true
-0.3494351,3.984708,0.1721773,3.96204,85,195,85,210,true
0.1721773,3.96204,0.6701499,3.805142,85,210,85,225,true
0.6701499,3.805142,1.110546,3.524704,85,225,85,240,true
1.110546,3.524704,1.463352,3.139842,85,240,85,240,true
1.463352,3.139842,1.184129,3.255433,85,240,80,240,true
1.184129,3.255433,0.8958929,3.346248,80,240,75,240,true
0.8958929,3.346248,0.6036772,3.411097,75,240,75,240,true
0.6036772,3.411097,0.3060049,3.45056,75,240,70,240,true
0.3060049,3.45056,0.005267025,3.464098,70,240,65,240,true
0.005267025,3.464098,-0.2960856,3.451425,65,240,60,240,true
-0.2960856,3.451425,-0.5955746,3.412521,60,240,55,240,true
-0.5955746,3.412521,-0.8907288,3.347627,55,240,50,240,true
-0.8907288,3.347627,-1.179112,3.257253,50,240,45,240,true
-1.179112,3.257253,-1.70068,3.280937,45,240,45,225,true
-1.70068,3.280937,-2.210605,3.168822,45,225,45,225,true
-2.210605,3.168822,-2.674138,2.928549,45,225,45,195,true
-2.674138,2.928549,-3.059688,2.576492,45,195,45,180,true
-3.059688,2.576492,-3.340983,2.136644,45,180,45,180,true
-3.340983,2.136644,-3.498851,1.638978,45,180,45,165,true
-3.498851,1.638978,-3.522535,1.117411,45,165,45,150,true
-3.522535,1.117411,-3.410421,0.6074858,45,150,45,135,true
-3.410421,0.6074858,-3.170148,0.1439531,45,135,45,120,true
-3.170148,0.1439531,-2.81809,-0.2415984,45,120,45,90,true
-2.81809,-0.2415984,-2.828424,0.004470587,45,90,50,90,true
-2.828424,0.004470587,-2.817285,0.2508152,50,90,55,90,true
-2.817285,0.2508152,-2.784704,0.495405,55,90,60,90,true
-2.784704,0.495405,-2.732052,0.7320511,60,90,65,90,true
-2.732052,0.7320511,-2.931852,1.214413,65,90,65,120,true
-2.931852,1.214413,-3,1.732052,65,120,65,135,true
-3,1.732052,-2.931852,2.24969,65,135,65,135,true
-2.931852,2.24969,-2.732051,2.732052,65,135,65,165,true
-2.732051,2.732052,-2.414213,3.146266,65,165,65,180,true
-2.414213,3.146266,-2,3.464102,65,180,65,180,true
-2,3.464102,-1.69168,3.624668,65,180,65,180,true
-1.69168,3.624668,-1.369961,3.758086,65,180,70,180,true
-1.369961,3.758086,-1.037425,3.863128,70,180,75,180,true
-1.037425,3.863128,-0.6967853,3.938844,75,180,80,180,true
-0.6967853,3.938844,-0.3508447,3.984584,80,180,85,180,true
-0.3508447,3.984584,-0.8605107,3.871296,85,180,85,180,true
-0.8605107,3.871296,-1.323489,3.629956,85,180,85,150,true
-1.323489,3.629956,-1.632872,3.501705,85,150,80,150,true
-1.632872,3.501705,-1.9856,3.11677,80,150,80,135,true
-1.9856,3.11677,-2.226682,2.653657,80,135,80,135,true
-2.226682,2.653657,-2.44949,2.44949,80,135,75,135,true
-2.44949,2.44949,-2.653656,2.226683,75,135,70,135,true
-2.653656,2.226683,-2.837626,1.986928,70,135,65,135,true
-2.837626,1.986928,-3,1.732052,65,135,65,135,true
-3,1.732052,-3.139543,1.463993,65,135,55,135,true
-3.139543,1.463993,-3.255191,1.184793,55,135,50,135,true
-3.255191,1.184793,-3.346066,0.8965764,50,135,45,135,true
-3.346066,0.8965764,-3.411475,0.601536,45,135,45,135,true
-3.411475,0.601536,-3.450921,0.3019168,45,135,35,135,true
-3.450921,0.3019168,-3.464101,0.00288415,35,135,35,135,true
-3.464101,0.00288415,-3.451337,-0.2971196,35,135,30,135,true
-3.451337,-0.2971196,-3.412508,-0.5956454,30,135,25,135,true
-3.412508,-0.5956454,-3.347759,-0.8902328,25,135,20,135,true
-3.347759,-0.8902328,-3.257498,-1.178435,20,135,15,135,true
-3.257498,-1.178435,-3.142395,-1.45786,15,135,10,135,true
-3.142395,-1.45786,-3.003378,-1.726189,10,135,5,135,true
-3.003378,-1.726189,-3.41697,-1.407543,5,135,5,150,true
-3.41697,-1.407543,-3.733997,-0.9927092,5,150,5,165,true
-3.733997,-0.9927092,-3.932856,-0.5099576,5,165,5,180,true
-3.932856,-0.5099576,-3.999993,0.007812738,5,180,5,195,true
-3.999993,0.007812738,-3.930834,0.525317,5,195,5,210,true
-3.930834,0.525317,-3.730091,1.007288,5,210,5,225,true
